index,;longitude;latitude;f1;f2;f3;f4;f5;f6;t1
8527;13,93;51,53;18;3278;1338;550;2,9891;762;116500
8528;13,89;51,42;31;1975;918;347;4,4107;373;202000
8529;13,73;51,41;31;2247;1711;511;3,2642;573;185600
8530;13,72;51,41;33;1416;2013;614;1,9818;686;208300
8531;13,79;51,38;39;5066;1915;1117;3,821;1292;452100
8532;13,78;51,37;52;2509;855;478;5,0731;496;405400
8533;13,81;51,39;18;12707;7009;2552;2,9438;2685;87200
8534;13,98;51,75;17;3279;1222;381;7,9168;418;356000
8535;13,99;51,75;17;1664;736;254;4,4083;253;165800
8536;13,93;51,64;28;3144;1095;482;3,4402;694;192400
8537;13,91;51,63;39;1836;883;337;1,745;352;70500
8538;13,79;51,41;34;2115;1253;338;5,1507;352;207500
8539;13,9;51,44;26;5574;2607;988;4,0324;1025;244900
8540;13,9;51,43;37;2260;809;351;5,9113;354;388300
8541;13,81;51,55;17;250;141;51;4,6458;52;500001
8542;13,99;51,81;15;3140;1645;640;1,6654;714;74600
8543;13,97;51,43;17;3201;1244;495;4,7143;527;202900
8544;13,67;51,54;31;1959;1021;303;4,3145;318;233000
8545;13,67;51,63;7;4609;1660;720;5,0871;741;290500
8546;13,88;51,58;24;8444;4446;1491;4,6978;1492;240300
8547;13,84;51,41;18;3167;1414;482;6,8773;;467700
8548;13,77;51,78;44;2539;1382;713;2,537;755;175000
8549;13,77;51,79;6;1891;969;330;4,6726;341;107800
8550;14,08;51,48;33;393;330;80;4,1029;76;122700
8551;13,79;51,78;33;2248;1461;405;2,9402;434;56200
8552;13,78;51,79;17;5406;2337;882;6,0137;895;375900
8553;13,74;51,63;21;2381;1264;659;2,5372;701;218000
8554;13,81;51,48;10;2106;1003;397;2,7813;410;124100
8555;13,79;51,49;16;1917;1324;351;6,2488;317;252000
8556;13,8;51,55;30;455;220;69;4,8958;70;142500
8557;13,83;51,56;5;10018;4253;1120;8,9063;1233;500001
8558;13,82;51,56;27;3074;1223;452;5,4592;452;139100
8559;13,92;51,8;25;4240;1885;637;6,2384;643;247600
8560;13,92;51,78;23;4314;1972;623;5,3813;676;264400
8561;13,94;51,79;52;3521;1415;687;4,875;767;362200
8562;13,71;51,4;5;3344;1341;670;3,6196;800;152800
8563;13,86;51,54;39;2290;1685;536;1,6325;539;52100
8564;13,85;51,53;36;2162;1337;590;2,2095;658;176700
8565;13,84;51,52;32;1691;1457;329;1,8438;353;66600
8566;13,76;51,79;30;1718;914;400;1,933;395;107000
8567;13,7;51,55;20;6374;3690;1350;3,4184;1412;162500
8568;14,02;51,72;35;3080;1362;623;4,1218;642;328500
8569;13,79;51,79;24;1946;718;380;3,5507;400;257900
8570;13,8;51,78;22;2948;2600;602;3,125;636;113600
8571;13,78;51,78;8;8647;5019;1379;6,5615;1407;318300
8572;13,77;51,75;5;2508;2066;761;1,3092;827;325000
8573;13,9;51,79;52;2739;1312;531;3,5833;569;322900
8574;13,45;51,46;15;5540;2383;1165;2,2656;1319;226200
8575;13,82;51,74;31;1318;1164;289;2,9939;311;135500
8576;13,82;51,73;41;2168;1171;374;4,7216;357;311900
8577;13,84;51,74;34;2473;2655;1083;1,6331;1171;162500
8578;13,92;51,79;26;4297;3596;967;3,045;1037;184000
8579;13,84;51,77;39;1656;866;317;2,8824;333;195200
8580;13,9;51,78;35;1668;807;311;4,5125;332;200300
8581;13,73;51,74;52;125;99;40;3,4375;42;170000
8582;13,74;51,75;40;513;399;99;4,875;100;167600
8583;13,73;51,71;18;4438;1901;895;5,3873;939;288300
8584;13,78;51,75;26;1388;515;392;1,8015;409;62000
8585;13,77;51,72;21;3282;1398;601;5,2079;653;310300
8586;13,78;51,73;15;2357;1110;442;3,1755;484;81700
8587;13,79;51,75;36;998;531;183;4,0208;178;191500
8588;13,98;51,69;34;1588;1080;340;3,66;360;184600
8589;13,83;51,48;17;5036;2084;833;4,6445;817;137200
8590;13,85;51,49;36;978;475;192;4,675;170;222500
8591;13,84;51,56;13;2295;1284;378;5,2551;374;194300
8592;13,83;51,52;34;1995;1573;407;3,4907;417;153500
8593;14,08;51,5;13;1330;719;215;3,8295;216;149600
8594;13,47;51,58;17;1890;877;312;3,7833;342;159800
8595;13,48;51,58;5;4937;2204;812;2,5272;1139;92000
8596;13,77;51,54;21;6108;3244;1113;4,2768;1130;181400
8597;13,83;51,44;33;1409;633;290;3,5568;307;191200
8598;13,91;51,6;33;2432;1147;427;3,3906;443;138100
8599;13,96;51,6;32;1947;1786;332;4,5726;355;177500
8600;13,46;51,73;20;2129;1845;522;1,8973;526;51600
8601;14,07;51,8;33;2389;1229;393;5,3889;410;234900
8602;14,08;51,8;16;1353;1211;357;3,1551;398;205000
8603;13,81;51,65;18;2342;1264;382;4,7986;402;123700
8604;13,98;51,44;31;2926;1149;476;7,9611;492;500001
8605;13,52;51,66;52;788;805;391;0,9142;463;162500
8606;13,57;51,46;42;1213;628;229;3,6987;269;152100
8607;13,86;51,38;17;4874;5032;1243;2,444;1349;90000
8608;13,43;51,44;44;3424;1358;597;6,0194;597;292300
8609;13,52;51,4;40;2959;985;365;9,9025;389;500001
8610;13,59;51,4;5;2840;1363;403;7,618;403;341400
8611;14,03;51,47;16;3031;1301;518;4,0882;554;296100
8612;13,55;51,46;18;1222;708;281;2,0288;250;116700
8613;13,75;51,52;5;11976;4327;2009;4,8488;2495;194400
8614;13,63;51,46;13;843;918;152;6,2152;;240600
8615;13,64;51,41;5;1473;842;257;4,875;228;138100
8616;13,86;51,53;35;3946;1361;620;6,5195;695;500001
8617;13,9;51,67;8;1954;973;321;4,4875;330;249100
8618;14,01;51,68;21;1314;1505;366;2,319;375;97200
8619;14,03;51,67;20;8627;4071;1466;4,2198;1516;164100
8620;14,02;51,67;37;2619;1152;616;2,52;682;277800
8621;14,01;51,7;9;1899;1070;293;7,2532;284;381500
8622;14,03;51,66;17;1087;522;202;2,5875;254;144500
8623;14,08;51,67;25;394;155;83;2,233;94;55000
8624;14,03;51,41;25;556;249;71;4,4583;79;108300
8625;13,41;51,76;4;4719;1895;742;6,8132;741;282500
8626;13,43;51,75;44;1138;497;228;4,1852;228;303300
8627;13,43;51,57;36;1834;864;309;4,7885;316;302200
8628;13,61;51,46;16;2306;1368;387;5,93;393;277600
8629;13,96;51,61;25;3578;1588;466;6,2556;461;341300
8630;14;51,64;28;2545;1548;679;2,9125;752;475000
8631;14,02;51,66;30;1211;611;230;1,6667;289;44700
8632;13,99;51,62;18;2379;1638;436;2,309;448;57100
8633;14,01;51,64;51;1975;771;357;6,626;348;500001
8634;14,01;51,62;33;2974;1435;588;5,485;623;406300
8635;13,96;51,56;26;2057;1453;439;2,4113;472;58600
8636;14,03;51,5;49;3382;1314;756;3,8125;787;382100
8637;14;51,48;35;2810;1578;601;3,59;614;200600
8638;14;51,49;17;4324;1656;885;3,6619;854;232400
8639;14,03;51,49;39;1415;729;278;3,1648;298;244800
8640;14,02;51,5;34;1719;1444;372;2,8438;398;139300
8641;14,02;51,49;52;2094;920;503;4,2015;568;412500
8642;14,01;51,49;3;7520;2878;1077;5,3272;1143;174200
8643;13,8;51,41;8;787;446;133;4,6023;126;163400
8644;13,44;51,71;20;200;83;31;6,5;25;340000
8645;13,69;51,39;52;2363;1558;573;2,944;604;338900
8646;13,44;51,44;27;1612;630;255;5,318;234;155100
8647;13,97;51,7;24;2541;1078;372;5,2542;381;227800
8648;14,08;51,7;16;1649;993;277;4,8526;278;170700
8649;13,76;51,68;33;2545;1287;458;5,5;467;282200
8650;13,42;51,42;35;1141;924;212;3,1591;212;148300
8651;13,43;51,43;35;1565;861;277;2,4844;290;77000
8652;13,8;51,49;16;3973;1373;452;9,8074;483;417000
8653;13,99;51,67;44;2204;1277;435;1,5539;473;59200
8654;13,96;51,67;21;2063;1686;558;1,4828;609;94800
8655;13,98;51,58;9;1561;731;233;5,7049;253;173200
8656;13,9;51,49;36;4421;1433;624;8,0838;702;500001
8657;14;51,56;52;1172;489;218;3,9167;215;235600
8658;13,97;51,6;24;3988;2909;1034;2,7036;1098;170000
8659;13,53;51,4;44;2142;846;375;5,4273;358;421000
8660;14,07;51,59;34;988;759;184;5,6047;173;205100
8661;13,95;51,58;26;2738;1316;430;5,2442;428;213200
8662;14,02;51,63;11;1317;655;243;4,3611;234;329700
8663;13,6;51,41;40;1868;799;403;2,9306;356;279300
8664;14,04;51,76;35;2288;2222;566;2,6299;617;170700
8665;13,49;51,7;8;2411;786;297;2,1513;463;80400
8666;13,64;51,43;16;1080;507;182;4,5278;166;166900
8667;13,65;51,79;9;4855;2098;765;3,2723;872;97800
8668;13,58;51,72;15;1927;810;321;1,6369;427;86500
8669;13,55;51,72;16;2495;2314;567;3,6736;551;192200
8670;13,53;51,71;33;4769;2019;743;5,5798;787;338200
8671;13,54;51,72;19;3114;3157;772;1,7083;787;82200
8672;13,51;51,72;33;1438;1378;306;2,8917;309;170400
8673;13,6;51,74;3;3636;1486;696;5,5464;749;207500
8674;13,67;51,75;7;4915;2833;874;4,3229;885;130000
8675;13,81;51,75;50;1441;1159;286;4,5417;283;233700
8676;13,97;51,66;34;2415;1278;414;6,1599;404;341200
8677;13,84;51,68;29;2793;1583;626;1,424;722;73200
8678;13,56;51,43;21;4059;2133;634;5,6949;598;235300
8679;13,92;51,66;15;4680;2626;729;3,8355;758;107000
8680;13,85;51,64;40;1126;667;235;3,3158;220;125900
8681;14,08;51,71;37;1328;1115;275;4,2051;273;164400
8682;14,07;51,69;32;3611;2060;759;1,7427;772;60600
8683;13,58;51,79;7;2232;1274;499;2,9853;490;74700
8684;13,62;51,8;38;745;721;160;1,875;152;102900
8685;14,06;51,69;32;3241;1592;810;2,4952;895;181800
8686;14,05;51,68;26;3727;1724;530;6,1419;572;327300
8687;14,04;51,68;19;2191;1065;404;4,125;391;204600
8688;14,02;51,68;16;3741;2434;824;2,6797;801;86500
8689;13,87;51,53;25;2075;991;377;1,2281;435;60300
8690;13,88;51,54;27;3143;1760;570;4,6957;537;271500
8691;13,86;51,5;37;1948;1163;379;3,225;395;154000
8692;13,86;51,52;30;1895;990;359;2,2227;366;81300
8693;13,87;51,55;46;5677;7443;2406;1,8238;2610;237500
8694;13,87;51,52;42;198;158;32;3,1563;32;137500
8695;13,85;51,55;52;1833;735;306;4,6944;324;398900
8696;13,88;51,52;25;3319;1560;502;5,8479;531;263300
8697;13,87;51,51;9;11654;7596;2127;4,0473;2100;127200
8698;13,6;51,73;45;2929;1635;652;2,9375;755;273000
8699;13,85;51,57;26;1905;1098;368;4,8611;373;229600
8700;14,02;51,55;25;1784;904;303;3,625;312;107600
8701;14,03;51,55;32;3201;1869;519;3,2442;542;268000
8702;13,63;51,47;44;2026;908;383;4,1406;396;274100
8703;13,54;51,61;27;2905;1781;561;4,25;587;214800
8704;13,43;51,5;31;2478;1346;479;3,212;464;70400
8705;13,47;51,46;17;3640;3537;807;3,4784;830;152200
8706;14,05;51,56;29;2046;846;410;1,65;588;227300
8707;13,93;51,71;26;1503;699;296;1,875;343;84000
8708;13,46;51,76;32;779;861;219;1,0625;201;89800
8709;13,56;51,45;17;1492;1595;428;1,7188;426;69900
8710;13,61;51,49;23;2790;1407;460;4,3288;430;133700
8711;13,62;51,48;19;15622;6109;2615;5,0965;2721;295300
8712;13,63;51,48;30;3165;3678;1141;2;1263;240600
8713;13,7;51,58;34;1478;1976;653;2,0557;675;225000
8714;13,98;51,72;36;683;505;141;3,4265;159;158900
8715;13,86;51,62;37;4916;3533;1035;3,2862;1134;152300
8716;13,84;51,65;26;2156;1142;470;4;509;224700
8717;13,87;51,64;37;1155;814;241;3,875;225;148500
8718;13,67;51,64;34;1126;589;243;2,1776;256;84400
8719;13,93;51,74;27;173;117;34;2,0833;35;45000
8720;13,59;51,44;21;1494;781;255;4,3015;271;250000
8721;13,58;51,43;35;3300;3120;1075;1,473;1154;213600
8722;13,54;51,42;14;3348;1584;493;5,0828;491;111400
8723;13,96;51,7;25;2070;1078;460;2,9312;513;220100
8724;13,94;51,53;26;2185;1108;419;2,2277;435;78000
8725;13,58;51,51;36;3548;1648;866;2,6962;956;288200
8726;13,71;51,41;28;1592;962;282;1,3304;304;51300
8727;13,67;51,56;8;2460;1784;390;4,5662;397;175500
8728;14,07;51,57;36;1199;665;229;3,7065;260;62000
8729;13,69;51,57;32;1258;645;334;5,0476;333;500001
8730;13,6;51,5;1;2062;872;268;5,2636;343;191300
8731;13,62;51,5;52;1514;724;301;5,3292;314;300900
8732;13,64;51,38;15;1703;847;266;3,7917;273;123400
8733;13,43;51,48;34;943;378;139;5,1765;135;344600
8734;13,43;51,49;16;3109;885;334;3,5;572;134700
8735;13,54;51,45;17;1149;583;243;2,8092;257;137500
8736;13,82;51,7;15;1740;1332;308;2,5743;319;60200
8737;13,81;51,69;38;2803;1223;509;4,119;500;128800
8738;13,84;51,4;37;1340;1008;340;3,7614;358;314300
8739;13,6;51,48;52;4079;1466;1024;4,5913;1112;500001
8740;13,87;51,38;26;2335;980;417;3,4471;413;178900
8741;13,8;51,47;28;1437;724;262;2,725;295;140200
8742;13,51;51,44;6;4186;1794;541;9,6986;;357600
8743;13,52;51,44;36;1818;953;298;3,3153;323;99000
8744;13,94;51,65;52;1081;904;283;1,9219;311;165100
8745;13,93;51,66;42;2186;1145;439;4,81;423;191900
8746;13,81;51,43;32;1283;485;171;6,0574;194;431000
8747;13,9;51,73;49;1916;863;378;1,9274;447;122300
8748;13,49;51,56;34;1822;750;366;5,9907;364;500001
8749;13,6;51,64;45;1852;1132;349;2,7159;393;101400
8750;13,59;51,63;37;1379;835;259;2,4962;287;91800
8751;14,03;51,74;32;1255;782;302;2,6635;338;113600
8752;14,01;51,54;39;2228;1516;435;1,6009;542;48800
8753;13,46;51,45;34;2010;1501;422;2,0417;411;65900
8754;14,05;51,45;14;2665;964;319;15,0001;331;500001
8755;14,07;51,44;25;3292;2266;592;3,2986;608;119200
8756;13,81;51,5;18;2873;1243;663;5,1702;763;265400
8757;14,01;51,76;45;2019;880;339;4,1023;363;217300
8758;13,86;51,74;52;2511;1660;546;2,6098;587;127100
8759;13,62;51,63;13;1893;1018;464;3,8047;487;204700
8760;13,63;51,62;34;2753;3117;631;3,1713;654;170100
8761;13,79;51,42;17;2171;1042;375;3,625;389;94400
8762;13,76;51,62;22;2987;1420;540;3,65;;204100
8763;13,77;51,62;46;38;66;14;4,1667;8;162500
8764;13,82;51,53;34;2326;1356;441;2,3475;471;90300
8765;13,61;51,58;12;2396;863;258;8,7716;290;229200
8766;13,99;51,71;5;6529;3071;977;5,6754;1010;298500
8767;13,78;51,45;28;2024;844;309;4,7833;340;361100
8768;13,78;51,54;35;1865;1074;337;5,1068;335;223300
8769;13,78;51,55;24;3128;1406;472;7,5286;497;462700
8770;13,71;51,55;18;1846;1581;387;3,0982;419;111300
8771;13,69;51,66;18;1178;1377;429;1,3373;438;58300
8772;14,03;51,72;10;2296;818;405;4,3424;450;160600
8773;14,05;51,77;40;1287;806;311;3,875;346;321300
8774;14,05;51,76;22;2409;1887;578;1,4089;582;94200
8775;13,51;51,64;19;2636;1184;465;2,7863;523;108600
8776;13,62;51,38;28;2593;1365;457;3,3929;487;113000
8777;14,02;51,75;25;2888;2940;660;2,2141;654;66700
8778;13,52;51,48;52;3429;1584;696;3,7887;773;500001
8779;13,56;51,55;49;32;14;7;2,1875;7;225000
8780;13,53;51,47;40;2186;953;515;2,8007;549;257100
8781;13,49;51,49;9;745;297;160;3,358;175;77500
8782;13,5;51,45;23;1951;901;378;3,1023;395;143300
8783;13,65;51,52;25;7105;2519;1004;6,8112;1012;500001
8784;13,64;51,52;52;2643;1212;620;1,9167;626;159200
8785;13,63;51,52;25;2969;1745;487;2,6382;551;76200
8786;13,62;51,54;33;3084;1753;449;3,05;570;97800
8787;13,64;51,5;19;1469;1010;292;3,5664;275;150400
8788;13,65;51,55;7;4497;2248;713;3,6354;831;98000
8789;13,68;51,54;16;5609;2624;934;5,3307;952;169600
8790;13,6;51,54;46;1222;819;251;3,9118;236;129400
8791;13,58;51,54;37;3149;3456;788;2,8542;833;127600
8792;13,57;51,52;32;2759;1661;533;4,3812;499;228200
8793;13,46;51,47;52;504;295;97;3,5;96;73500
8794;13,42;51,49;48;1502;590;265;2,5952;272;190300
8795;13,93;51,43;22;5179;2315;884;4,51;944;189900
8796;13,79;51,48;17;1989;1401;453;4,1603;411;160500
8797;13,84;51,49;15;2682;1520;601;3,5982;599;94400
8798;13,83;51,51;43;1676;1056;276;2,5562;320;93200
8799;13,89;51,48;23;3279;2582;630;4,3782;647;175800
8800;13,87;51,5;24;1966;786;302;5,0318;299;134500
8801;13,85;51,5;19;3337;1646;554;5,0195;565;200200
8802;13,75;51,54;15;2727;1228;436;3,5078;500;109000
8803;13,76;51,53;39;1417;1450;367;2,8462;359;172000
8804;13,74;51,53;41;619;636;145;2,5083;138;118100
8805;13,51;51,5;21;2974;1313;461;4,4886;495;135400
8806;13,5;51,48;17;720;333;117;1,6509;174;85700
8807;13,88;51,46;14;2804;1083;573;2,6466;587;168500
8808;13,44;51,63;30;2395;1214;521;3,7045;565;212300
8809;13,91;51,52;44;2419;1045;432;3,875;437;280800
8810;13,61;51,52;44;1629;1893;387;2,2991;420;137500
8811;13,56;51,65;24;1713;1258;324;2,683;328;169400
8812;13,73;51,39;45;1792;829;318;4,9013;301;330100
8813;13,72;51,39;34;1431;503;220;7,9606;224;453400
8814;13,64;51,61;10;2445;1262;476;1,9355;526;68300
8815;13,94;51,71;11;1875;1014;386;4,375;357;115000
8816;13,95;51,63;36;2306;2823;765;2,0214;813;170500
8817;13,44;51,51;26;2561;1165;393;7,3522;388;363800
8818;13,99;51,49;44;1913;1295;432;3,9537;441;266400
8819;14,11;51,71;23;2308;1001;317;7,5112;322;355500
8820;13,64;51,59;33;2467;1052;363;4,7333;377;257500
8821;14,1;51,47;35;1507;868;283;2,0284;313;96300
8822;13,47;51,55;27;10806;3511;1352;12,7296;1440;500001
8823;13,87;51,8;26;4151;2822;697;2,8372;823;123400
8824;13,76;51,56;22;2124;829;313;2,4519;432;57500
8825;13,71;51,54;39;2265;2323;599;2,1522;628;155300
8826;14,04;51,66;29;1290;323;113;1,9265;263;103300
8827;13,48;51,47;10;2237;1255;429;3,1176;454;126500
8828;13,8;51,54;17;2681;1621;459;3,875;470;118500
8829;13,78;51,57;34;5419;2002;1138;4,1985;1183;500001
8830;13,4;52,13;34;2319;941;356;6,4319;334;452300
8831;13,47;52,15;4;3273;1497;454;5,3345;495;176100
8832;13,88;52,24;14;6224;3148;1589;4,2071;1679;430900
8833;13,93;52,23;20;4609;5349;1377;2,7121;1499;169400
8834;13,86;52,2;15;1962;730;321;2,25;403;67500
8835;13,98;52,23;4;786;368;109;6,3215;116;138200
8836;13,94;52,23;28;826;979;245;1,7172;258;58800
8837;14;52,18;33;1348;573;236;2,4896;234;74100
8838;13,65;52,17;33;1884;1518;449;3,1194;477;152800
8839;13,64;52,18;15;1558;949;332;5,2864;314;174400
8840;13,65;52,19;15;1392;681;263;5,4248;267;187200
8841;13,62;52,24;34;2494;1399;382;7,3753;375;388100
8842;13,68;52,16;16;2939;1177;396;8,0839;380;372000
8843;13,68;52,14;39;2040;926;351;7,5552;336;500001
8844;13,58;52,15;38;1204;921;247;4,4464;268;215400
8845;13,59;52,22;33;6841;2681;980;7,1088;950;443300
8846;13,7;52,21;27;720;359;138;2,5313;150;61300
8847;13,72;52,22;10;1972;1469;442;1,5407;455;58400
8848;13,59;52,17;24;3242;2764;773;1,3385;795;58800
8849;13,59;52,19;42;1973;1841;502;2,5326;510;156500
8850;13,59;52,18;28;1020;504;164;4,5694;169;287500
8851;13,63;52,16;30;2196;1131;460;4,4135;486;272300
8852;13,89;51,98;11;3112;1700;851;3,1587;890;181300
8853;14,09;51,81;30;2512;1390;523;2,3725;597;77200
8854;14;51,89;19;325;354;87;2,75;74;90600
8855;13,52;52,12;10;266;154;49;2,25;62;75000
8856;13,51;52,11;32;2762;2677;632;2,5719;652;105600
8857;13,65;52,23;5;2881;1490;570;3,0398;584;120000
8858;13,52;52,14;8;3866;1555;513;6,0901;539;298200
8859;13,56;52,13;23;506;264;89;7,1366;96;273900
8860;13,94;52,15;39;1076;1242;332;2,2679;338;151800
8861;13,96;52,15;24;2002;820;241;6,9612;253;274500
8862;13,78;52,22;30;1271;2019;524;1,5152;528;81300
8863;13,57;52,22;15;2700;1432;449;4,9063;460;159800
8864;13,7;52,12;37;1814;850;328;5,0574;329;240800
8865;13,69;52,11;9;4759;1884;915;4,8333;924;277200
8866;13,94;52,17;52;3424;2273;685;3,9048;690;164700
8867;13,97;52,16;18;335;189;67;1,2273;76;87500
8868;13,71;52,04;35;1689;1135;366;2,3269;397;97300
8869;13,98;52,02;41;2017;783;403;4,1591;489;500001
8870;13,83;52,24;17;353;359;118;1,5625;112;162500
8871;13,89;52,23;25;1947;900;354;3,8523;418;193000
8872;13,91;52,22;11;5684;3095;1036;3,6875;1139;112600
8873;13,91;52,23;38;300;154;51;4,0909;47;108300
8874;13,91;52,24;18;3783;1843;623;5,7559;654;215800
8875;13,96;52,21;21;1872;870;301;3,725;302;84700
8876;13,96;52,2;41;941;973;253;1,9583;233;102300
8877;13,94;52,19;45;1528;801;287;1,2625;291;84700
8878;13,94;52,18;51;2690;1795;539;3,6581;554;225000
8879;13,91;52,2;36;2463;1125;424;6,0176;447;352700
8880;13,71;52,17;31;2532;1396;467;4,0417;479;114500
8881;13,81;52,23;26;1387;807;244;4,1563;226;135700
8882;13,8;52,23;42;1125;616;258;3,6765;273;252800
8883;13,83;52,2;47;1372;1237;303;2,125;395;95500
8884;13,8;52,2;23;1970;935;279;4,4853;296;145900
8885;13,78;52,2;20;1255;1201;318;1,2206;360;162500
8886;13,76;52,14;43;396;261;73;2,9044;91;172900
8887;13,76;52,13;17;4379;1720;595;5,086;629;148400
8888;13,67;52,16;29;7744;3316;1365;3,0253;1375;111400
8889;13,63;52,19;48;1371;528;155;15,0001;;500001
8890;13,62;52,19;35;614;691;164;1,6953;180;81300
8891;13,63;52,18;15;5778;1722;829;4,3427;1285;305800
8892;13,55;52,24;20;1878;1461;516;2,9821;548;142500
8893;13,6;52,11;34;2079;1379;352;5,103;343;207000
8894;13,6;52,13;9;3049;1527;515;5,0733;471;196600
8895;13,58;52,16;40;2323;1847;614;1,8316;661;113500
8896;13,95;52,17;36;1253;932;249;2,1635;259;110400
8897;13,67;52,19;5;5348;1862;555;11,0567;659;495400
8898;13,68;52,11;26;411;448;95;1,7019;114;350000
8899;14,05;52,12;40;1630;1568;510;2,7366;543;169100
8900;13,96;52,11;31;2328;722;247;15,0001;270;500001
8901;13,6;52,21;23;2543;1297;385;5,9164;388;237400
8902;13,57;52,17;31;2518;1107;508;4,7404;543;295800
8903;13,56;52,22;43;2446;1699;692;2,625;764;163300
8904;13,57;52,16;20;2687;2154;610;2,6434;637;169700
8905;13,53;52,22;21;12855;7273;3052;4,3351;3226;267400
8906;13,54;52,21;17;851;370;123;5,0877;118;209300
8907;13,73;51,82;23;5379;1826;555;7,0151;684;350600
8908;13,97;52,14;36;1860;794;366;5,0871;367;354500
8909;13,94;52,11;22;2996;2169;607;4,3438;695;209700
8910;13,93;52,11;21;3491;1920;669;2,2241;760;127300
8911;14,04;52,13;34;1562;1774;559;1,5685;651;225000
8912;14,06;52,14;28;2312;1344;467;4,7135;496;203200
8913;13,55;51,96;35;1431;505;213;6,8109;210;401000
8914;13,73;52,09;36;857;448;168;5,0086;156;366700
8915;13,73;52,1;21;4624;2174;812;3,5255;852;132100
8916;13,72;52,2;49;192;83;38;3,0179;41;118800
8917;14,05;51,85;28;4035;1881;659;5,4607;641;192300
8918;13,66;52,2;16;1332;1534;295;3,0227;368;297100
8919;13,61;51,96;47;1745;753;275;5,532;270;318500
8920;13,75;52,22;8;1003;388;140;4,2917;167;221900
8921;14,06;51,85;34;2165;776;339;5,2971;355;442100
8922;13,67;52,17;47;1551;1329;322;1,9792;362;116400
8923;13,82;52,08;9;2229;788;341;5,5111;355;196300
8924;13,77;52,17;17;3150;1857;610;3,9688;588;165000
8925;13,65;52,22;14;1932;997;291;3,6875;330;93200
8926;13,88;51,85;42;2390;1146;468;6,3111;462;397400
8927;13,68;51,84;24;2469;3818;712;2,5445;731;151400
8928;13,64;51,89;36;1991;1306;403;4,5;396;166600
8929;14,06;51,9;9;3564;1530;807;5,1806;835;175000
8930;13,42;52,21;15;2234;1254;420;3,0234;415;88600
8931;13,64;52,17;17;1317;679;272;4,6696;256;159500
8932;13,63;52,17;35;2787;1923;614;3,5757;639;177900
8933;13,8;52,07;15;8749;5278;1691;4,6324;1761;168800
8934;13,8;52,06;52;1625;614;383;2,0549;419;156700
8935;13,78;52,07;29;1362;776;253;3,1287;251;102000
8936;13,85;51,83;15;1898;1766;455;2,4929;476;158500
8937;13,95;51,89;52;1668;517;214;7,8521;225;500001
8938;13,92;51,92;28;2875;1608;558;3,5489;560;106400
8939;13,93;51,9;36;4297;2038;700;5,2851;717;258800
8940;13,66;52,18;40;96;46;14;3,2708;14;162500
8941;13,66;52,19;18;4265;2025;544;6,4598;581;282700
8942;13,63;52,1;36;1585;1205;343;4,5306;323;183400
8943;13,61;51,86;11;5363;2783;1034;3,8583;1160;170700
8944;13,44;52,2;37;1326;1771;335;3,0147;335;218100
8945;14,04;51,85;52;1282;431;187;6,1159;189;470800
8946;14,07;51,88;8;3579;2216;630;3,4038;672;100500
8947;14,07;51,86;25;3521;1524;764;3,8086;852;361300
8948;14,06;51,86;32;696;443;144;2,5156;151;86300
8949;13,99;51,86;36;2210;2341;553;2,1715;634;131100
8950;14;51,86;37;1042;699;196;2,9643;213;103200
8951;13,97;51,88;33;3398;1351;457;6,5814;500;314200
8952;14,01;52;42;1650;645;256;5,6228;274;375400
8953;14;51,87;9;2200;938;369;3,4896;422;143800
8954;14,01;51,87;8;2865;1376;417;7,9393;389;399300
8955;14;51,85;16;4851;2527;704;6,0142;726;437400
8956;13,88;52;16;2401;1757;500;3,9755;465;120400
8957;13,89;51,99;19;1026;424;152;2,8833;205;154200
8958;13,63;52,15;35;1254;729;253;3,495;241;118000
8959;13,82;52,23;35;1973;1257;296;8,9565;332;500001
8960;13,79;52,23;26;1626;1580;359;2,1471;375;187500
8961;13,81;51,84;24;1939;1808;625;2,2259;652;112500
8962;13,73;51,8;4;6712;3126;1026;3,2277;1200;126500
8963;13,64;51,81;16;108;54;22;4,375;18;100000
8964;13,64;51,82;36;1942;891;348;3,6635;355;282100
8965;13,69;51,82;34;3677;1598;568;6,838;573;378000
8966;13,73;51,83;52;1925;2258;594;1,6921;597;162500
8967;14,02;51,81;45;1913;1552;611;2,0888;696;237500
8968;13,67;51,83;38;2638;1284;433;5,4536;432;342700
8969;13,52;51,84;27;1035;782;222;4,2212;229;185400
8970;13,62;51,87;15;2940;943;711;4,359;910;192200
8971;13,61;51,87;23;141;47;23;1,125;59;66000
8972;13,48;51,83;9;1955;294;122;3,9583;398;126500
8973;13,52;51,82;50;1993;1009;374;3,9464;410;295600
8974;13,55;51,8;14;4841;813;517;3,7614;1130;137500
8975;13,94;51,83;23;2248;1132;444;1,6429;489;80400
8976;13,76;52,03;20;59;69;23;2,5588;24;350000
8977;13,6;51,96;23;2775;1226;510;3,6707;547;231400
8978;13,89;52,06;17;1009;745;217;2,0463;231;61200
8979;13,89;52,05;52;2113;800;327;11,1768;332;500001
8980;13,88;52,07;38;2952;1491;568;2,6094;598;67900
8981;13,83;52,07;30;1189;446;165;3,4838;255;112500
8982;13,87;52,06;32;1016;729;177;4,3;190;151300
8983;13,88;52,04;7;4998;2764;891;3,205;953;101900
8984;13,86;52,04;28;1501;1028;418;2,3043;446;177500
